text,stance
 الكلام كان عن تطعيم الاطفال ب اللقاح و التطعيم الخاص ب فيروس كورونا انت تدري ان مناعة الاطفال قوية جدا بفضل الله سبحانه وتعالى وانهم لا يحتاجون لقاح ضار اتمنى لما تقرا تشغل عقلك وتركز وتستوعب الكلام المكتوب مشكلتك عندك ضعف بالاستيعاب والفهم النقا,Against
حجزت موعد لقاح #كوفيد_19 🙏🙏🤍🦋 والحمدلله اني حجزت بدري وانتظر رسالة منهم ♥️♥️♥️  اللهم لك الحمد للامانه ضروري الجميع يسوي تطعيم بس ابعد عنك الخوف والقلق وكل أمرك بالله فقط 🤍🤍🤍🙏 حفاظاً على صحة الجميع شكرا وزارة الصحة شكرا بابا سلمان شكراً الشخصيه الاستثنائية توفيق الربيعة ,Favor
حرجع الجيم بعد يوم الأحد القادم بإذن الله، الأحد هو موعدى لأخذ الجرعه الثانيه من تطعيم كورونا ثم نعود للحياه ونسافر مصر ونشوف الاهل والأحباب والوطن باذن الله تعالى..😊❤,Favor
لا تاخذون اللقاح لانه بدأت أشعر أني ضفدع 🐸 وهذا يثبت أنها مؤامرة للسيطرة علينا من خلال شريحة يضعوها في اجاسمنا #لقاح_فايزر #لقاح_كورونا #تطعيم_كورونا #كوفيد_20 #كورونا_الجديد,Against
يالله #لقاح_جونسون_أند_جونسون وقفته اوروبا لان يسوي جلطات بعد اسبوعين من اخذه…!!   وتبوني اتلقح بعد…🙃✋  #وزارة_الصحة #تطعيم #كورونا #جسمي_ملكي #رمضان URL,Against
 المشكله ان تطعيم كورونا راح يستمر دكتور  وراح يتم الاجبار على جميع الجرعات من خلال ربطها بحقوق الناس الطبيعيه!  اذا هالشي طبيعي ..!!!!  فالله المستعان وحسبنا الله ونعم الوكيل  #لن_نخضع_والله_خير_حافظا,Against
#تطعيم_كورونا  #الكويت  الحمدالله اخذت الجرعة الاولى اسأل الله الشفاء للجميع  اللهم ارفع البلاء والوباء عن المسلمين ,Favor
 اقسم بالله لن ينتهي كورونا لو يتم تطعيم جميع العالم   يجب ان نتعايش معه,Against
احتجاج  بعض من جماهير تشلسي خارج البريدج بسبب دوري السوبر الاوروبي  - الاوضاع في لندن طبيعية و دون اجراءات احترازية و ارتداء الكمامة بعد أن تم تطعيم اكثر السكان بلقاح كورونا، عادت الحياه الطبيعية هناك 👍🏻  ,Favor
 لماذا نثق في تطعيم أطفالنا بشتى اللقاحات التي تعتمدها وزارة الصحه ولا نثق بتقديمهم لقاح كورونا فكروا شوي 🤔,Favor
 تطعيم كورونا راح يحولكم زومبي: ,Against
    الكرونا زادت لانه الناس قامت تتطعم سبحان الله يوم جا التطعيم والناس قامت تتطعم الاعداد زادت؟؟؟ مافي مخ؟؟؟؟ وشلون تخفف الاعراض وهي قاعده تذبح ناس واطيحهم ف العنايه المركزه عشان جي ابي الاحصائات ف قطر اب,Against
الحمد لله تم تطعيم الجرعتين اكسفورد #شكرا_للطواقم_الطبية #شكرا_الكويت #الكويت #تطعيم #الجرعة_الثانية #سلامتك #كورونا  شكرا للكويت بلد الانسانيه والخير لحرصها علي كل من علي ارضها,Favor
سنتين ما تنومت أختي بمستشفى و منتظمة على علاجاتها و محافظة على احتياطات السلامة عشان ما يصير فيها كورونا و تتعب و  تتنوم بالمستشفى   لكن بعد أول جرعة تطعيم في فبراير نامت شهرين بالعناية المركزة #ارحل_يا_باسل,Against
 تساقط الشعر  و تأخر الدورة من بعد تطعيم كورونا الكثيرات يشتكون 😩,Against
الهند كانت من أكثر الدول استقراراً في عدد الاصابات بفيروس كورونا بل وصلت إلى أدنى مستوياتها، ثم في ١٢/١ قامت بأكبر حملة تطعيم في العالم. والآن الأخبار تقول أن موجة قوية من الإصابات بالفيروس اجتاحتها. وهذا كله بعد فترة قصيرة من حملة التطعيم. شاهدوا التواريخ في الصور ,Against
الحمدلله حجزت تطعيم كورونا على يوم الراتب ٢٧ الله يجعله برد وسلام على جسمي ولا يضرني اي شي,Favor
اتممت اخذ الجرعه الاولى من تطعيم كورونا صباح اول ايام الشهر الفضيل. ولله الحمد. التجربه في حد ذاتها مبهره في كل تفاصيلها. الله يعزك يا بلادي #السعوديه  و شكرًا لكل فرد في #وزارة_الصحة URL,Favor
MENTION مصخره بكل لغات العالم يبون بأي طريقه يجبرون الناس وأولادهم على شي تطعيم فاشل لا يحمي ولا شي ولايعيد الناس لما قبل كورونا . وتطعيمه ورا تطعيمه والحسابه بتحسب والشركات العالميه مستفيده على ظهورنا من مرض نسبة الشفاء منه ٩٨٪ . حسبنا الله ونعم الوكيل .,Against
MENTION 😂😂😂 سمعته هذا الي بكندا .. عالم الماني كشف انه في شركة دواء عالميه قبل جائحه كورونا اطلبوا كمية انابيب تطعيم حق الكورونا وبعدها ب٧ اشهر اعلنوا انه في مرض اسمه الكورونا ياخالي لعبه بلعبه,None
 انا اخذت فايزر ثنتين وصابتني كورونا  ماراح اخذ اي تطعيم خلاص,Against
رحمه الله كان ملتزم بالضوابط الصحيه وحكر نفسه بالحظر والحجر داخل جحره ثم اخذ التطعيم فمات غفر الله له ...  #HumanRightsDay #كوفيد١٩ #كورونا #تطعيم_كورونا,Against
توفي ٣ مسنين ثبتت إصابتهم بكورونا  من النوع الجنوب أفريقي أو البرازيلي تم تطعيم اثنين منهم بجرعتين فايزر تقول دراسات ان اللقاح قد لايكون فعال جدا ضد المتحور الافريقي والبرازيلي 😗 المتوفين كانوا مصابين بأمراض أخرى كحال اكثر وفيات كورونا وقضت عليهم كورونا  ,None
عايزين مركز تطعيم كورونا.  #ريتويت,None
الجميل انكم مصدقين انهم هياخدوا التطعيم فعلا 😂 مش ابرة فيتامينات مثلا .. الناس دي مش هتعرض حياتها ل ١% من الخطر .. كل دا show عشان يطمنوا الناس ويقلدوهم .. ايه الضمان ان اللي فالابرة دي تطعيم كورونا؟ ,Against
بشراكم يا أهل الامارات الحمد لله أنهينا تطعيم أكثر من 90% من السكان بالجرعة الاولي من اللقاح المضاد لفيروس كورونا و مستمرين فى طريقنا للقضاء علي هذه الجائحة تماماً 😍🙌,Favor
  لا عاد الحمدلله انا ما اعرف واحد ما تطعم #تطعيم_كورونا,None
MENTION MENTION نعيد ونزيد تطعيماتنا تختلف عن تطعيم  كورونا قد سمعتي باحد تطعم ضد الجدري وانصاب فيه بينما اللقاحات لكورونا تطعمي من هنا تنصابي من هنا,Against
" الفرق بعد تشريح الجثة 😂  صاحب شركة لقاح فايزر - لم يأخذه ورفض أخذه  لقاح أسترازينيكا"". تم وقف إستخدامة في سويسرا وهولند وكندا بعد تجلط دماء من اخذوه  هل نحن حقل تجارب كي تقنوعوننا بأخذ مالا نريده  لماذا الأصرار على تطعيم البشر بلقاج صنع جين",Against
 للأسف الشائعات أضرت بكثير من المواطنين بالوقت الحالي .. لتأثرهم بالرسائل التي تتطرق الى تطعيم كورونا وأنه مضر .. بينما قد يتسبب في وفاة شخص مسن أو لديه مشكلة صحية لعدم أخذه التطعيم .. متأثراً بالشائعات التي ليس لها مصدر حقيقي !!,Favor
 يابشر سواء طعمتوا ولا ماطعمتوا اجلكم معلوم والموت حق وعلى الكل ولا تقطونها براس تطعيم وخصوصا ان ملايين تطعموا من فايزر واكسفورد وماحاشهم شي!!   وبالنسبه للجلطات والسكتات القلبيه ترى من قبل كورونا وبدون تطعيم كانوا يموتون بالآلاف باليوم الواحد .,Favor
